,firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender,carrier
1060,name1061,lastname1061,MAY,24,1997,BS CTM,0917 371 3839,Female,Globe
1061,name1062,lastname1062,JUL,19,1998,BS ME,0927 361 7293,Male,Globe
1062,name1063,lastname1063,JAN,13,1997,BS ITE,0918 182 1959,Female,Smart
1063,name1064,lastname1064,MAR,7,2000,BS CTM,0917 818 4976,Male,Globe
1064,name1065,lastname1065,APR,8,1999,BS MGT,0918 247 3215,Male,Smart
1065,name1066,lastname1066,JAN,28,1997,BS ME,0927 344 3571,Male,Globe
1066,name1067,lastname1067,OCT,3,1999,BS LM,0917 557 5859,Female,Globe
1067,name1068,lastname1068,JUL,4,1997,BS CTM,0918 705 3092,Female,Smart
1068,name1069,lastname1069,MAY,23,1999,BS ITE,0918 350 6711,Female,Smart
1069,name1070,lastname1070,FEB,18,1999,BS ITE,0918 569 7640,Female,Smart
1070,name1071,lastname1071,JAN,14,1999,BS CTM,0918 474 5680,Female,Smart
1071,name1072,lastname1072,AUG,13,1999,BS CTM,0918 441 2380,Female,Smart
1072,name1073,lastname1073,OCT,1,1997,BS ITE,0917 333 9074,Male,Globe
1073,name1074,lastname1074,FEB,26,1998,BS MGT,0927 231 5102,Male,Globe
1074,name1075,lastname1075,AUG,22,2000,BS CTM,0918 772 9445,Male,Smart
1075,name1076,lastname1076,JUN,19,1998,BS ITE,0927 767 7062,Female,Globe
1076,name1077,lastname1077,AUG,1,1997,BS CTM,0917 222 4027,Male,Globe
1077,name1078,lastname1078,AUG,18,1998,BS MGT,0917 372 6091,Male,Globe
1078,name1079,lastname1079,OCT,7,1999,BS ME,0918 598 8688,Female,Smart
1079,name1080,lastname1080,NOV,17,2000,BS ME,0927 500 8664,Male,Globe
1080,name1081,lastname1081,DEC,5,1999,BS ME,0927 904 3251,Male,Globe
1081,name1082,lastname1082,JAN,28,2000,BS ME,0918 853 8895,Female,Smart
1082,name1083,lastname1083,DEC,15,1998,BS ITE,0918 867 4047,Female,Smart
1083,name1084,lastname1084,FEB,27,1999,BS MGT,0927 780 5516,Female,Globe
1084,name1085,lastname1085,JUN,28,2001,BS CTM,0917 739 8316,Male,Globe
1085,name1086,lastname1086,APR,28,1997,BS MGT,0917 257 8186,Male,Globe
1086,name1087,lastname1087,MAR,28,1998,BS ME,0927 692 7290,Female,Globe
1087,name1088,lastname1088,SEP,5,1999,BS ITE,0927 304 1355,Female,Globe
1088,name1089,lastname1089,APR,25,1999,BS CTM,0918 955 8221,Male,Smart
1089,name1090,lastname1090,JUL,27,2000,BS CTM,0918 613 2252,Female,Smart
1090,name1091,lastname1091,FEB,24,1999,BS MGT,0927 740 8593,Female,Globe
1091,name1092,lastname1092,FEB,17,2000,BS ME,0927 658 1569,Male,Globe
1092,name1093,lastname1093,MAY,23,1997,BS ME,0927 325 6671,Male,Globe
1093,name1094,lastname1094,JUN,25,2000,BS ME,0917 857 8412,Male,Globe
1094,name1095,lastname1095,JAN,26,1997,BS ITE,0917 343 3386,Female,Globe
1095,name1096,lastname1096,JUL,21,2001,BS ITE,0927 862 4541,Male,Globe
1096,name1097,lastname1097,JUL,2,2000,BS ITE,0918 645 9539,Male,Smart
1097,name1098,lastname1098,JAN,15,1999,BS ME,0927 381 8143,Female,Globe
1098,name1099,lastname1099,MAR,22,2001,BS MGT,0918 242 4918,Male,Smart
1099,name1100,lastname1100,NOV,19,1997,BS LM,0918 352 6064,Male,Smart
1100,name1101,lastname1101,APR,5,2000,BS ITE,0917 225 6387,Male,Globe
1101,name1102,lastname1102,MAY,14,1999,BS LM,0927 357 9725,Male,Globe
1102,name1103,lastname1103,JUN,4,2001,BS ME,0917 811 5416,Male,Globe
1103,name1104,lastname1104,DEC,12,1999,BS CTM,0927 155 2357,Male,Globe
1104,name1105,lastname1105,MAR,23,1999,BS ME,0927 659 7601,Female,Globe
1105,name1106,lastname1106,OCT,26,1998,BS LM,0917 579 9310,Male,Globe
1106,name1107,lastname1107,DEC,14,2000,BS MGT,0918 899 5954,Male,Smart
1107,name1108,lastname1108,APR,21,1997,BS ITE,0918 597 2109,Male,Smart
1108,name1109,lastname1109,AUG,18,1997,BS MGT,0927 331 2469,Female,Globe
1109,name1110,lastname1110,NOV,23,1997,BS CTM,0927 857 4325,Male,Globe
1110,name1111,lastname1111,MAR,17,2001,BS CTM,0917 745 6591,Male,Globe
1111,name1112,lastname1112,FEB,25,1998,BS LM,0927 820 4602,Female,Globe
1112,name1113,lastname1113,JUN,8,1997,BS ITE,0917 541 3617,Female,Globe
1113,name1114,lastname1114,JUN,16,1998,BS ITE,0917 561 4702,Male,Globe
1114,name1115,lastname1115,FEB,25,1997,BS ME,0917 103 4403,Female,Globe
1115,name1116,lastname1116,JAN,4,1999,BS MGT,0917 472 8417,Male,Globe
1116,name1117,lastname1117,APR,25,2001,BS ITE,0918 962 8354,Male,Smart
1117,name1118,lastname1118,JUL,23,1998,BS MGT,0927 780 4566,Male,Globe
1118,name1119,lastname1119,JUL,17,2001,BS ITE,0918 530 9778,Male,Smart
1119,name1120,lastname1120,MAR,10,1999,BS MGT,0918 501 4512,Male,Smart
1120,name1121,lastname1121,DEC,17,1998,BS LM,0918 439 4303,Male,Smart
1121,name1122,lastname1122,JAN,3,1998,BS LM,0917 310 8397,Male,Globe
1122,name1123,lastname1123,SEP,2,2001,BS LM,0917 686 3457,Male,Globe
1123,name1124,lastname1124,JAN,1,1998,BS ME,0927 995 2764,Male,Globe
1124,name1125,lastname1125,JUN,20,1999,BS ITE,0927 325 1153,Female,Globe
1125,name1126,lastname1126,MAY,2,1998,BS MGT,0927 383 7195,Male,Globe
1126,name1127,lastname1127,JUL,28,1999,BS ITE,0917 859 6198,Male,Globe
1127,name1128,lastname1128,FEB,16,2001,BS CTM,0918 633 9731,Female,Smart
1128,name1129,lastname1129,JAN,17,1998,BS ITE,0917 588 9566,Female,Globe
1129,name1130,lastname1130,NOV,14,1997,BS LM,0927 777 3805,Male,Globe
1130,name1131,lastname1131,DEC,6,1998,BS LM,0918 822 3585,Male,Smart
1131,name1132,lastname1132,JUN,12,1997,BS LM,0918 260 7816,Male,Smart
1132,name1133,lastname1133,MAY,26,1998,BS CTM,0917 367 2891,Female,Globe
1133,name1134,lastname1134,JUN,26,1998,BS MGT,0927 393 9901,Female,Globe
1134,name1135,lastname1135,OCT,23,2000,BS ITE,0917 431 3651,Female,Globe
1135,name1136,lastname1136,AUG,12,1998,BS ITE,0927 404 6189,Male,Globe
1136,name1137,lastname1137,MAR,2,2001,BS ITE,0917 421 6329,Male,Globe
1137,name1138,lastname1138,JAN,27,1998,BS LM,0918 661 3666,Male,Smart
1138,name1139,lastname1139,MAR,7,1999,BS ITE,0917 268 1923,Male,Globe
1139,name1140,lastname1140,JUL,10,1997,BS CTM,0918 825 7903,Male,Smart
1140,name1141,lastname1141,AUG,8,1997,BS ME,0927 925 8074,Male,Globe
1141,name1142,lastname1142,JAN,13,1998,BS ITE,0918 887 3826,Male,Smart
1142,name1143,lastname1143,JAN,22,2001,BS MGT,0917 198 1630,Male,Globe
1143,name1144,lastname1144,MAR,5,1997,BS CTM,0918 598 8378,Male,Smart
1144,name1145,lastname1145,MAR,26,2001,BS ME,0918 531 4245,Female,Smart
1145,name1146,lastname1146,JAN,3,1999,BS ME,0927 213 3415,Male,Globe
1146,name1147,lastname1147,DEC,18,1998,BS CTM,0927 304 9604,Male,Globe
1147,name1148,lastname1148,MAY,23,1999,BS MGT,0917 374 3789,Male,Globe
1148,name1149,lastname1149,AUG,9,1997,BS LM,0927 265 2172,Female,Globe
1149,name1150,lastname1150,FEB,22,1998,BS MGT,0918 116 3123,Male,Smart
1150,name1151,lastname1151,MAY,13,1999,BS ITE,0917 443 9793,Female,Globe
1151,name1152,lastname1152,SEP,22,1998,BS ME,0927 263 7472,Male,Globe
1152,name1153,lastname1153,MAY,2,1997,BS ME,0917 728 8061,Female,Globe
1153,name1154,lastname1154,APR,13,1999,BS MGT,0918 731 7945,Female,Smart
1154,name1155,lastname1155,SEP,10,1997,BS CTM,0917 480 8509,Female,Globe
1155,name1156,lastname1156,MAR,17,1998,BS ITE,0917 616 9950,Female,Globe
1156,name1157,lastname1157,APR,12,2000,BS ITE,0918 234 5209,Female,Smart
1157,name1158,lastname1158,JUN,14,2001,BS ITE,0918 389 5381,Male,Smart
1158,name1159,lastname1159,DEC,13,1999,BS LM,0917 711 1400,Male,Globe
1159,name1160,lastname1160,MAR,6,1998,BS ITE,0917 131 9290,Male,Globe
1160,name1161,lastname1161,JUN,21,2001,BS CTM,0927 843 1852,Female,Globe
1161,name1162,lastname1162,JUL,25,1997,BS ITE,0927 187 3418,Female,Globe
1162,name1163,lastname1163,DEC,6,1999,BS CTM,0917 922 3662,Female,Globe
1163,name1164,lastname1164,FEB,23,1997,BS CTM,0927 181 1014,Male,Globe
1164,name1165,lastname1165,JAN,12,1998,BS MGT,0918 306 6443,Female,Smart
1165,name1166,lastname1166,NOV,16,2001,BS MGT,0917 857 5459,Male,Globe
1166,name1167,lastname1167,JAN,6,1999,BS ME,0917 480 9480,Male,Globe
1167,name1168,lastname1168,AUG,10,1998,BS ITE,0918 965 1161,Male,Smart
1168,name1169,lastname1169,MAY,26,1998,BS ME,0927 371 1482,Female,Globe
1169,name1170,lastname1170,AUG,22,1999,BS ITE,0917 899 7261,Male,Globe
1170,name1171,lastname1171,AUG,21,1999,BS ME,0917 880 9465,Male,Globe
1171,name1172,lastname1172,DEC,24,2001,BS ITE,0927 495 8365,Female,Globe
1172,name1173,lastname1173,JUL,6,1997,BS LM,0927 251 2618,Male,Globe
1173,name1174,lastname1174,APR,28,1997,BS MGT,0927 929 9497,Male,Globe
1174,name1175,lastname1175,MAR,26,1998,BS MGT,0918 969 6633,Male,Smart
1175,name1176,lastname1176,MAR,10,1997,BS ME,0927 870 1377,Male,Globe
1176,name1177,lastname1177,OCT,5,1999,BS LM,0917 229 7640,Female,Globe
1177,name1178,lastname1178,JAN,17,1999,BS LM,0927 272 9809,Male,Globe
1178,name1179,lastname1179,SEP,6,1998,BS MGT,0917 605 9226,Female,Globe
1179,name1180,lastname1180,DEC,27,1998,BS ME,0918 301 4221,Female,Smart
1180,name1181,lastname1181,JUN,11,1998,BS LM,0917 107 1646,Male,Globe
1181,name1182,lastname1182,APR,22,1997,BS LM,0927 882 1975,Female,Globe
1182,name1183,lastname1183,OCT,13,2001,BS MGT,0917 452 8402,Female,Globe
1183,name1184,lastname1184,AUG,6,1998,BS MGT,0917 376 6822,Male,Globe
1184,name1185,lastname1185,AUG,14,2000,BS LM,0918 381 3967,Female,Smart
1185,name1186,lastname1186,MAY,26,1997,BS LM,0927 232 1448,Male,Globe
1186,name1187,lastname1187,SEP,23,1999,BS MGT,0927 969 6019,Male,Globe
1187,name1188,lastname1188,JUL,6,1997,BS LM,0917 115 1871,Male,Globe
1188,name1189,lastname1189,MAR,27,1997,BS MGT,0917 647 9836,Male,Globe
1189,name1190,lastname1190,APR,18,1999,BS MGT,0927 689 6829,Male,Globe
1190,name1191,lastname1191,OCT,22,1997,BS MGT,0927 497 9934,Female,Globe
1191,name1192,lastname1192,JUN,23,1998,BS ME,0918 783 7500,Female,Smart
1192,name1193,lastname1193,AUG,8,2000,BS ITE,0927 276 6116,Male,Globe
1193,name1194,lastname1194,JUN,11,1999,BS LM,0917 678 7819,Female,Globe
1194,name1195,lastname1195,OCT,24,1997,BS ITE,0918 989 3177,Male,Smart
1195,name1196,lastname1196,OCT,5,1999,BS LM,0918 993 8803,Female,Smart
1196,name1197,lastname1197,DEC,15,1998,BS ITE,0918 317 1448,Female,Smart
1197,name1198,lastname1198,SEP,8,1999,BS LM,0918 499 4910,Female,Smart
1198,name1199,lastname1199,FEB,15,2001,BS ME,0917 827 2415,Male,Globe
1199,name1200,lastname1200,MAY,6,1997,BS MGT,0927 604 6296,Female,Globe
1200,name1201,lastname1201,DEC,26,1998,BS CTM,0917 265 2898,Female,Globe
1201,name1202,lastname1202,DEC,25,1997,BS MGT,0918 862 4131,Male,Smart
1202,name1203,lastname1203,MAR,15,1998,BS ITE,0918 780 9938,Male,Smart
1203,name1204,lastname1204,JUN,23,1997,BS CTM,0927 738 1390,Female,Globe
1204,name1205,lastname1205,FEB,4,1998,BS ME,0918 149 2057,Female,Smart
1205,name1206,lastname1206,DEC,6,1997,BS ITE,0917 503 5133,Male,Globe
1206,name1207,lastname1207,JUL,13,1997,BS CTM,0917 190 2065,Female,Globe
1207,name1208,lastname1208,JUN,12,1997,BS CTM,0918 627 3137,Male,Smart
1208,name1209,lastname1209,JUL,12,2001,BS ITE,0917 954 5974,Male,Globe
1209,name1210,lastname1210,JUN,8,1997,BS LM,0917 339 7016,Male,Globe
1210,name1211,lastname1211,NOV,24,2001,BS LM,0918 289 8614,Female,Smart
1211,name1212,lastname1212,OCT,12,1997,BS LM,0927 455 8949,Male,Globe
1212,name1213,lastname1213,APR,22,1998,BS MGT,0927 329 9292,Female,Globe
1213,name1214,lastname1214,APR,25,2000,BS LM,0927 468 3889,Female,Globe
1214,name1215,lastname1215,SEP,17,1998,BS MGT,0917 874 9307,Female,Globe
1215,name1216,lastname1216,AUG,2,1999,BS MGT,0918 223 5560,Female,Smart
1216,name1217,lastname1217,MAY,22,1997,BS ME,0927 734 2885,Female,Globe
1217,name1218,lastname1218,JUN,1,1997,BS LM,0927 705 6125,Male,Globe
1218,name1219,lastname1219,OCT,6,1999,BS LM,0918 746 1860,Female,Smart
1219,name1220,lastname1220,SEP,14,1998,BS ITE,0917 463 1439,Female,Globe
1220,name1221,lastname1221,FEB,23,1999,BS ITE,0917 737 1239,Male,Globe
1221,name1222,lastname1222,JAN,6,1998,BS ME,0918 811 7711,Female,Smart
1222,name1223,lastname1223,JAN,3,1998,BS ME,0918 718 2657,Male,Smart
1223,name1224,lastname1224,DEC,10,1998,BS MGT,0927 344 7671,Male,Globe
1224,name1225,lastname1225,MAY,13,1999,BS LM,0918 810 3975,Male,Smart
1225,name1226,lastname1226,JUN,1,1998,BS ME,0918 151 7087,Female,Smart
1226,name1227,lastname1227,JUN,4,1997,BS ME,0918 779 5698,Male,Smart
1227,name1228,lastname1228,MAR,27,1999,BS MGT,0918 326 6859,Male,Smart
1228,name1229,lastname1229,DEC,16,1999,BS ITE,0918 377 9443,Male,Smart
1229,name1230,lastname1230,JUN,11,1998,BS CTM,0917 396 7625,Male,Globe
1230,name1231,lastname1231,JUL,20,1998,BS ME,0918 666 9767,Male,Smart
1231,name1232,lastname1232,DEC,1,2001,BS ITE,0918 920 9381,Male,Smart
1232,name1233,lastname1233,SEP,10,1997,BS LM,0917 979 3903,Male,Globe
1233,name1234,lastname1234,OCT,14,1999,BS ME,0918 680 8844,Female,Smart
1234,name1235,lastname1235,DEC,12,1999,BS LM,0917 697 3635,Female,Globe
1235,name1236,lastname1236,JAN,14,2001,BS ITE,0918 689 1546,Female,Smart
1236,name1237,lastname1237,SEP,22,1997,BS ME,0917 172 2053,Male,Globe
1237,name1238,lastname1238,JUN,15,1999,BS ME,0918 134 1905,Female,Smart
1238,name1239,lastname1239,OCT,24,1999,BS LM,0917 984 6519,Male,Globe
1239,name1240,lastname1240,AUG,18,2000,BS MGT,0927 997 5569,Male,Globe
1240,name1241,lastname1241,DEC,2,1997,BS ME,0917 296 6356,Male,Globe
1241,name1242,lastname1242,SEP,27,1998,BS ME,0918 862 6792,Female,Smart
1242,name1243,lastname1243,MAR,12,1997,BS ITE,0917 745 3019,Male,Globe
1243,name1244,lastname1244,SEP,18,2000,BS LM,0927 254 5069,Male,Globe
1244,name1245,lastname1245,OCT,14,1998,BS CTM,0927 874 7695,Male,Globe
1245,name1246,lastname1246,DEC,3,2000,BS LM,0917 386 3414,Female,Globe
1246,name1247,lastname1247,MAR,14,1999,BS LM,0927 830 7116,Female,Globe
1247,name1248,lastname1248,JAN,11,1999,BS LM,0927 928 3771,Male,Globe
1248,name1249,lastname1249,JAN,22,1999,BS CTM,0918 214 1742,Female,Smart
1249,name1250,lastname1250,JUN,24,2000,BS LM,0917 527 9027,Female,Globe
1250,name1251,lastname1251,MAR,23,1999,BS ME,0927 148 3443,Female,Globe
1251,name1252,lastname1252,APR,16,2001,BS CTM,0917 217 3713,Female,Globe
1252,name1253,lastname1253,NOV,11,2001,BS CTM,0917 778 7376,Female,Globe
1253,name1254,lastname1254,FEB,23,1998,BS ITE,0918 236 7531,Female,Smart
1254,name1255,lastname1255,MAR,3,1998,BS CTM,0918 827 7726,Female,Smart
1255,name1256,lastname1256,MAY,18,1997,BS ME,0917 913 7424,Female,Globe
1256,name1257,lastname1257,DEC,13,2000,BS ME,0917 664 9018,Male,Globe
1257,name1258,lastname1258,JAN,1,2000,BS LM,0927 851 7870,Female,Globe
1258,name1259,lastname1259,OCT,27,2000,BS ITE,0917 757 9661,Female,Globe
1259,name1260,lastname1260,DEC,27,1998,BS CTM,0927 348 5939,Male,Globe
1260,name1261,lastname1261,MAR,20,1999,BS CTM,0918 778 1890,Male,Smart
1261,name1262,lastname1262,APR,15,1999,BS ITE,0917 764 2428,Female,Globe
1262,name1263,lastname1263,MAY,12,2001,BS ITE,0927 685 6676,Male,Globe
1263,name1264,lastname1264,MAR,9,1997,BS ME,0917 229 7860,Male,Globe
1264,name1265,lastname1265,NOV,14,1997,BS MGT,0918 581 9606,Female,Smart
1265,name1266,lastname1266,SEP,23,1998,BS ME,0927 997 4279,Male,Globe
1266,name1267,lastname1267,JUL,15,2001,BS CTM,0918 694 7568,Female,Smart
1267,name1268,lastname1268,AUG,9,1997,BS ITE,0917 664 3619,Female,Globe
1268,name1269,lastname1269,AUG,14,1997,BS ITE,0917 760 9735,Male,Globe
1269,name1270,lastname1270,NOV,13,1998,BS ME,0918 652 7245,Male,Smart
1270,name1271,lastname1271,FEB,20,1999,BS ITE,0927 140 7068,Female,Globe
1271,name1272,lastname1272,APR,17,1998,BS CTM,0927 614 6148,Female,Globe
1272,name1273,lastname1273,AUG,6,1997,BS ITE,0917 586 4164,Male,Globe
1273,name1274,lastname1274,AUG,13,1997,BS CTM,0918 669 5435,Male,Smart
1274,name1275,lastname1275,DEC,24,1999,BS LM,0927 768 8793,Female,Globe
1275,name1276,lastname1276,DEC,23,1999,BS ME,0927 366 5156,Female,Globe
1276,name1277,lastname1277,OCT,15,1997,BS ME,0927 244 7457,Female,Globe
1277,name1278,lastname1278,APR,6,1999,BS ITE,0917 496 2556,Male,Globe
1278,name1279,lastname1279,APR,1,1998,BS ME,0917 391 4262,Female,Globe
1279,name1280,lastname1280,JUL,2,1998,BS ITE,0927 952 5373,Female,Globe
1280,name1281,lastname1281,JUN,7,1997,BS CTM,0927 358 5434,Female,Globe
1281,name1282,lastname1282,MAY,28,2000,BS LM,0927 775 9137,Male,Globe
1282,name1283,lastname1283,FEB,11,1998,BS ITE,0927 456 7882,Male,Globe
1283,name1284,lastname1284,FEB,21,1998,BS CTM,0918 578 5873,Female,Smart
1284,name1285,lastname1285,JAN,16,2001,BS ITE,0927 604 5625,Male,Globe
1285,name1286,lastname1286,DEC,5,1997,BS LM,0917 343 1678,Female,Globe
1286,name1287,lastname1287,NOV,20,1999,BS MGT,0927 671 7058,Male,Globe
1287,name1288,lastname1288,JUL,15,2000,BS ITE,0917 926 9339,Male,Globe
1288,name1289,lastname1289,APR,6,1998,BS MGT,0918 603 3144,Female,Smart
1289,name1290,lastname1290,JAN,9,1997,BS ITE,0917 649 9107,Female,Globe
1290,name1291,lastname1291,DEC,25,1998,BS CTM,0918 189 2364,Male,Smart
1291,name1292,lastname1292,JUN,17,1999,BS MGT,0927 230 7369,Female,Globe
1292,name1293,lastname1293,DEC,24,2000,BS CTM,0917 937 4233,Female,Globe
1293,name1294,lastname1294,JAN,21,1997,BS LM,0918 454 4441,Male,Smart
1294,name1295,lastname1295,NOV,4,1997,BS MGT,0918 909 9136,Male,Smart
1295,name1296,lastname1296,JUL,17,1998,BS ITE,0927 520 7341,Female,Globe
1296,name1297,lastname1297,NOV,8,1998,BS MGT,0917 984 2112,Male,Globe
1297,name1298,lastname1298,NOV,14,1998,BS LM,0917 297 6698,Male,Globe
1298,name1299,lastname1299,FEB,8,2000,BS CTM,0927 361 2358,Male,Globe
1299,name1300,lastname1300,FEB,13,1997,BS ITE,0918 305 5557,Male,Smart
1300,name1301,lastname1301,NOV,3,2001,BS ME,0918 649 7146,Female,Smart
1301,name1302,lastname1302,JUN,5,1998,BS CTM,0927 367 2582,Female,Globe
1302,name1303,lastname1303,APR,3,1999,BS ME,0917 853 8031,Male,Globe
1303,name1304,lastname1304,MAY,20,1999,BS ME,0917 293 2779,Male,Globe
1304,name1305,lastname1305,JUN,11,1999,BS ME,0927 157 6141,Female,Globe
1305,name1306,lastname1306,FEB,10,2000,BS ME,0918 105 3008,Male,Smart
1306,name1307,lastname1307,DEC,7,1998,BS MGT,0927 442 9699,Male,Globe
1307,name1308,lastname1308,SEP,24,1997,BS ME,0927 791 5437,Male,Globe
1308,name1309,lastname1309,NOV,2,1997,BS LM,0917 989 2463,Male,Globe
1309,name1310,lastname1310,JUN,22,1997,BS LM,0918 664 5609,Female,Smart
1310,name1311,lastname1311,APR,16,1997,BS MGT,0927 485 9982,Female,Globe
1311,name1312,lastname1312,DEC,25,1999,BS LM,0917 889 5141,Male,Globe
1312,name1313,lastname1313,AUG,21,1997,BS ITE,0918 187 9370,Male,Smart
1313,name1314,lastname1314,NOV,15,1999,BS CTM,0927 758 7096,Male,Globe
1314,name1315,lastname1315,AUG,5,1997,BS ME,0927 465 4328,Male,Globe
1315,name1316,lastname1316,SEP,10,1998,BS ME,0927 261 2847,Male,Globe
1316,name1317,lastname1317,APR,14,1998,BS LM,0927 832 5579,Male,Globe
1317,name1318,lastname1318,MAY,25,1999,BS CTM,0918 321 8721,Female,Smart
1318,name1319,lastname1319,OCT,2,1998,BS MGT,0927 789 4964,Female,Globe
1319,name1320,lastname1320,DEC,18,1997,BS MGT,0918 445 6057,Male,Smart
1320,name1321,lastname1321,DEC,20,1998,BS MGT,0917 298 9407,Male,Globe
1321,name1322,lastname1322,JUN,24,1997,BS MGT,0918 790 8368,Male,Smart
1322,name1323,lastname1323,SEP,22,1998,BS MGT,0917 773 9435,Female,Globe
1323,name1324,lastname1324,MAR,19,1999,BS MGT,0917 745 5874,Female,Globe
1324,name1325,lastname1325,SEP,19,1999,BS ME,0918 699 1503,Female,Smart
1325,name1326,lastname1326,MAR,15,1999,BS ME,0917 582 6930,Male,Globe
1326,name1327,lastname1327,OCT,11,2000,BS ME,0917 286 9237,Female,Globe
1327,name1328,lastname1328,FEB,14,1997,BS MGT,0917 659 7266,Male,Globe
1328,name1329,lastname1329,JUN,10,1999,BS CTM,0927 106 1545,Male,Globe
1329,name1330,lastname1330,DEC,26,2000,BS LM,0927 903 9064,Female,Globe
1330,name1331,lastname1331,NOV,7,1997,BS LM,0917 385 3998,Male,Globe
1331,name1332,lastname1332,APR,4,1999,BS ME,0918 915 1402,Female,Smart
1332,name1333,lastname1333,AUG,27,1998,BS MGT,0927 469 4807,Male,Globe
1333,name1334,lastname1334,JUN,8,2001,BS ME,0927 265 9044,Male,Globe
1334,name1335,lastname1335,JAN,18,1998,BS MGT,0917 902 6535,Female,Globe
1335,name1336,lastname1336,MAY,26,1998,BS ITE,0917 797 1486,Male,Globe
1336,name1337,lastname1337,OCT,13,1997,BS ME,0917 970 7329,Female,Globe
1337,name1338,lastname1338,AUG,3,1998,BS ITE,0917 623 4125,Male,Globe
1338,name1339,lastname1339,AUG,17,1999,BS ME,0917 135 6232,Female,Globe
1339,name1340,lastname1340,APR,23,1997,BS MGT,0927 921 9683,Male,Globe
1340,name1341,lastname1341,JAN,12,2001,BS CTM,0927 966 9768,Female,Globe
1341,name1342,lastname1342,NOV,17,1999,BS LM,0927 205 5885,Female,Globe
1342,name1343,lastname1343,JUL,3,1999,BS ME,0927 988 3023,Male,Globe
1343,name1344,lastname1344,MAR,16,1999,BS ME,0917 544 1029,Female,Globe
1344,name1345,lastname1345,AUG,17,2000,BS ITE,0918 218 9144,Female,Smart
1345,name1346,lastname1346,FEB,15,1998,BS LM,0918 145 8632,Male,Smart
1346,name1347,lastname1347,JUN,16,1998,BS MGT,0917 117 7848,Female,Globe
1347,name1348,lastname1348,APR,6,1998,BS ITE,0918 784 8807,Female,Smart
1348,name1349,lastname1349,APR,22,1998,BS CTM,0917 364 5402,Male,Globe
1349,name1350,lastname1350,JUN,5,1997,BS LM,0918 740 3665,Female,Smart
1350,name1351,lastname1351,APR,25,1998,BS ITE,0918 820 2605,Female,Smart
1351,name1352,lastname1352,FEB,11,1999,BS CTM,0917 329 8953,Female,Globe
1352,name1353,lastname1353,OCT,25,1999,BS LM,0918 849 2409,Male,Smart
1353,name1354,lastname1354,JUL,14,1999,BS CTM,0918 553 5360,Male,Smart
1354,name1355,lastname1355,MAR,8,1999,BS LM,0918 980 6630,Female,Smart
1355,name1356,lastname1356,APR,10,1997,BS MGT,0917 310 9865,Female,Globe
